Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),Capacity (Ah),mAh/g,ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah)
13353,	05/13/2026 19:21:47.202,13339.5703,551.0007,1,4,0.0000,3.6975,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13354,	05/13/2026 19:21:48.203,13340.5705,552.0009,1,4,0.0000,3.6974,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13355,	05/13/2026 19:21:49.203,13341.5713,553.0017,1,4,0.0000,3.6974,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13356,	05/13/2026 19:21:50.203,13342.5705,554.0009,1,4,0.0000,3.6975,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13357,	05/13/2026 19:21:51.203,13343.5706,555.0010,1,4,0.0000,3.6976,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13358,	05/13/2026 19:21:52.203,13344.5707,556.0011,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13359,	05/13/2026 19:21:53.203,13345.5714,557.0018,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13360,	05/13/2026 19:21:54.203,13346.5706,558.0010,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13361,	05/13/2026 19:21:55.203,13347.5706,559.0010,1,4,0.0000,3.6976,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,0.0000,,,
13362,	05/13/2026 19:21:56.203,13348.5706,560.0010,1,4,0.0000,3.6976,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13363,	05/13/2026 19:21:57.204,13349.5715,561.0019,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13364,	05/13/2026 19:21:58.202,13350.5701,562.0005,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13365,	05/13/2026 19:21:59.202,13351.5699,563.0003,1,4,0.0000,3.6976,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13366,	05/13/2026 19:22:00.203,13352.5713,564.0017,1,4,0.0000,3.6975,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13367,	05/13/2026 19:22:01.203,13353.5707,565.0011,1,4,0.0000,3.6975,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13368,	05/13/2026 19:22:02.202,13354.5698,566.0002,1,4,0.0000,3.6976,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13369,	05/13/2026 19:22:03.202,13355.5699,567.0003,1,4,0.0000,3.6975,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13370,	05/13/2026 19:22:04.202,13356.5700,568.0004,1,4,0.0000,3.6975,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13371,	05/13/2026 19:22:05.204,13357.5715,569.0019,1,4,0.0000,3.6975,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13372,	05/13/2026 19:22:06.203,13358.5706,570.0010,1,4,0.0000,3.6976,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13373,	05/13/2026 19:22:07.202,13359.5699,571.0003,1,4,0.0000,3.6976,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,0.0000,,,
13374,	05/13/2026 19:22:08.203,13360.5714,572.0018,1,4,0.0000,3.6976,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13375,	05/13/2026 19:22:09.202,13361.5697,573.0001,1,4,0.0000,3.6978,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13376,	05/13/2026 19:22:10.203,13362.5705,574.0009,1,4,0.0000,3.6978,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13377,	05/13/2026 19:22:11.203,13363.5711,575.0015,1,4,0.0000,3.6979,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13378,	05/13/2026 19:22:12.203,13364.5707,576.0011,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13379,	05/13/2026 19:22:13.203,13365.5705,577.0009,1,4,0.0000,3.6978,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13380,	05/13/2026 19:22:14.203,13366.5705,578.0009,1,4,0.0000,3.6978,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13381,	05/13/2026 19:22:15.203,13367.5705,579.0009,1,4,0.0000,3.6978,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13382,	05/13/2026 19:22:16.202,13368.5698,580.0002,1,4,0.0000,3.6979,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13383,	05/13/2026 19:22:17.203,13369.5711,581.0015,1,4,0.0000,3.6978,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13384,	05/13/2026 19:22:18.202,13370.5699,582.0003,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13385,	05/13/2026 19:22:19.203,13371.5707,583.0011,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13386,	05/13/2026 19:22:20.203,13372.5713,584.0017,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,0.0000,,,
13387,	05/13/2026 19:22:21.202,13373.5702,585.0006,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13388,	05/13/2026 19:22:22.202,13374.5703,586.0007,1,4,0.0000,3.6978,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13389,	05/13/2026 19:22:23.202,13375.5704,587.0008,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13390,	05/13/2026 19:22:24.203,13376.5713,588.0017,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13391,	05/13/2026 19:22:25.202,13377.5703,589.0007,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13392,	05/13/2026 19:22:26.203,13378.5707,590.0011,1,4,0.0000,3.6977,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13393,	05/13/2026 19:22:27.203,13379.5708,591.0012,1,4,0.0000,3.6978,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13394,	05/13/2026 19:22:28.204,13380.5716,592.0020,1,4,0.0000,3.6979,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13395,	05/13/2026 19:22:29.202,13381.5697,593.0001,1,4,0.0000,3.6980,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13396,	05/13/2026 19:22:30.202,13382.5700,594.0004,1,4,0.0000,3.6980,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13397,	05/13/2026 19:22:31.202,13383.5697,595.0001,1,4,0.0000,3.6980,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13398,	05/13/2026 19:22:32.202,13384.5699,596.0003,1,4,0.0000,3.6979,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,0.0000,,,
13399,	05/13/2026 19:22:33.202,13385.5704,597.0008,1,4,0.0000,3.6980,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13400,	05/13/2026 19:22:34.203,13386.5708,598.0012,1,4,0.0000,3.6980,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13401,	05/13/2026 19:22:35.204,13387.5716,599.0020,1,4,0.0000,3.6980,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13402,	05/13/2026 19:22:36.203,13388.5705,600.0009,1,4,0.0000,3.6979,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,,,,
13403,	05/13/2026 19:22:36.204,13388.5722,600.0026,1,4,0.0000,3.6979,0.0000,0.6514,1.7495,2.7207,6.7146,1.7495,0.0000,,0.0000,0.0000,0.0000,0.0000
13404,	05/13/2026 19:22:37.245,13389.6129,1.0008,1,3,-1.6998,3.6448,-6.1953,0.6514,1.7499,2.7207,6.7163,1.7499,0.0000,,-0.0081,,0.0009,1071.1300
13405,	05/13/2026 19:22:38.245,13390.6129,2.0008,1,3,-1.6998,3.6422,-6.1908,0.6514,1.7504,2.7207,6.7180,1.7504,0.0000,,-0.0030,,,
13406,	05/13/2026 19:22:39.245,13391.6131,3.0010,1,3,-1.6998,3.6402,-6.1876,0.6514,1.7509,2.7207,6.7197,1.7509,0.0000,,,,,
13407,	05/13/2026 19:22:40.244,13392.6121,4.0000,1,3,-1.6998,3.6386,-6.1850,0.6514,1.7513,2.7207,6.7214,1.7513,0.0000,,-0.0018,,0.1730,
13408,	05/13/2026 19:22:41.245,13393.6131,5.0010,1,3,-1.6998,3.6370,-6.1822,0.6514,1.7518,2.7207,6.7231,1.7518,0.0000,,,,,
13409,	05/13/2026 19:22:42.245,13394.6132,6.0011,1,3,-1.6998,3.6356,-6.1797,0.6514,1.7523,2.7207,6.7249,1.7523,0.0000,,,,,
13410,	05/13/2026 19:22:43.245,13395.6130,7.0009,1,3,-1.6998,3.6343,-6.1776,0.6514,1.7528,2.7207,6.7266,1.7528,0.0000,,-0.0015,,,
13411,	05/13/2026 19:22:44.244,13396.6124,8.0003,1,3,-1.6998,3.6332,-6.1757,0.6514,1.7532,2.7207,6.7283,1.7532,0.0000,,,,,
13412,	05/13/2026 19:22:45.245,13397.6129,9.0008,1,3,-1.6998,3.6320,-6.1737,0.6514,1.7537,2.7207,6.7300,1.7537,0.0000,,-0.0013,,,
13413,	05/13/2026 19:22:46.246,13398.6137,10.0016,1,3,-1.6998,3.6309,-6.1718,0.6514,1.7542,2.7207,6.7317,1.7542,0.0000,,,,,
13414,	05/13/2026 19:22:47.244,13399.6123,11.0002,1,3,-1.6997,3.6298,-6.1696,0.6514,1.7547,2.7207,6.7334,1.7547,0.0000,,,,,
13415,	05/13/2026 19:22:48.244,13400.6121,12.0000,1,3,-1.6998,3.6288,-6.1682,0.6514,1.7551,2.7207,6.7352,1.7551,0.0000,,-0.0011,,,
13416,	05/13/2026 19:22:49.245,13401.6130,13.0009,1,3,-1.6997,3.6278,-6.1664,0.6514,1.7556,2.7207,6.7369,1.7556,0.0000,,,,0.3900,3.5525
13417,	05/13/2026 19:22:50.244,13402.6121,14.0000,1,3,-1.6998,3.6270,-6.1651,0.6514,1.7561,2.7207,6.7386,1.7561,0.0000,,,,,
13418,	05/13/2026 19:22:51.245,13403.6130,15.0009,1,3,-1.6998,3.6261,-6.1636,0.6514,1.7565,2.7207,6.7403,1.7565,0.0000,,-0.0009,,,
13419,	05/13/2026 19:22:52.244,13404.6121,16.0000,1,3,-1.6997,3.6253,-6.1620,0.6514,1.7570,2.7207,6.7420,1.7570,0.0000,,,,,
13420,	05/13/2026 19:22:53.246,13405.6137,17.0016,1,3,-1.6997,3.6244,-6.1604,0.6514,1.7575,2.7207,6.7437,1.7575,0.0000,,,,,
13421,	05/13/2026 19:22:54.244,13406.6123,18.0002,1,3,-1.6997,3.6236,-6.1591,0.6514,1.7580,2.7207,6.7454,1.7580,0.0000,,-0.0009,,,
13422,	05/13/2026 19:22:55.244,13407.6122,19.0001,1,3,-1.6998,3.6227,-6.1581,0.6514,1.7584,2.7207,6.7471,1.7584,0.0000,,,,,
13423,	05/13/2026 19:22:56.245,13408.6130,20.0009,1,3,-1.6998,3.6220,-6.1566,0.6514,1.7589,2.7207,6.7488,1.7589,0.0000,,,,,
13424,	05/13/2026 19:22:57.245,13409.6128,21.0007,1,3,-1.6998,3.6213,-6.1556,0.6514,1.7594,2.7207,6.7506,1.7594,0.0000,,,,,
13425,	05/13/2026 19:22:58.246,13410.6138,22.0017,1,3,-1.6997,3.6205,-6.1540,0.6514,1.7598,2.7207,6.7523,1.7598,0.0000,,-0.0007,,,
13426,	05/13/2026 19:22:59.244,13411.6123,23.0002,1,3,-1.6998,3.6198,-6.1529,0.6514,1.7603,2.7207,6.7540,1.7603,0.0000,,,,,
13427,	05/13/2026 19:23:00.246,13412.6137,24.0016,1,3,-1.6998,3.6190,-6.1516,0.6514,1.7608,2.7207,6.7557,1.7608,0.0000,,,,,
13428,	05/13/2026 19:23:01.245,13413.6129,25.0008,1,3,-1.6998,3.6182,-6.1502,0.6514,1.7613,2.7207,6.7574,1.7613,0.0000,,,,0.5696,
13429,	05/13/2026 19:23:02.245,13414.6130,26.0009,1,3,-1.6997,3.6176,-6.1489,0.6514,1.7617,2.7207,6.7591,1.7617,0.0000,,-0.0008,,,
13430,	05/13/2026 19:23:03.244,13415.6123,27.0002,1,3,-1.6997,3.6169,-6.1476,0.6514,1.7622,2.7207,6.7608,1.7622,0.0000,,,,,
13431,	05/13/2026 19:23:04.246,13416.6138,28.0017,1,3,-1.6998,3.6162,-6.1469,0.6514,1.7627,2.7207,6.7625,1.7627,0.0000,,,,,
13432,	05/13/2026 19:23:05.245,13417.6128,29.0007,1,3,-1.6996,3.6155,-6.1451,0.6514,1.7632,2.7207,6.7642,1.7632,0.0000,,,,,
13433,	05/13/2026 19:23:06.244,13418.6121,30.0000,1,3,-1.6998,3.6149,-6.1447,0.6514,1.7636,2.7207,6.7659,1.7636,0.0000,,-0.0007,,,
13434,	05/13/2026 19:23:07.244,13419.6121,31.0000,1,3,-1.6998,3.6143,-6.1434,0.6514,1.7641,2.7207,6.7676,1.7641,0.0000,,,,,
13435,	05/13/2026 19:23:08.246,13420.6135,32.0014,1,3,-1.6997,3.6138,-6.1423,0.6514,1.7646,2.7207,6.7693,1.7646,0.0000,,,,,
13436,	05/13/2026 19:23:09.245,13421.6129,33.0008,1,3,-1.6997,3.6131,-6.1412,0.6514,1.7650,2.7207,6.7710,1.7650,0.0000,,,,,
13437,	05/13/2026 19:23:10.246,13422.6139,34.0018,1,3,-1.6997,3.6127,-6.1406,0.6514,1.7655,2.7207,6.7728,1.7655,0.0000,,-0.0007,,,
13438,	05/13/2026 19:23:11.245,13423.6130,35.0009,1,3,-1.6998,3.6122,-6.1400,0.6514,1.7660,2.7207,6.7745,1.7660,0.0000,,,,,
13439,	05/13/2026 19:23:12.244,13424.6121,36.0000,1,3,-1.6999,3.6116,-6.1394,0.6514,1.7665,2.7207,6.7762,1.7665,0.0000,,,,,
13440,	05/13/2026 19:23:13.245,13425.6130,37.0009,1,3,-1.6997,3.6111,-6.1379,0.6514,1.7669,2.7207,6.7779,1.7669,0.0000,,,,,
13441,	05/13/2026 19:23:14.245,13426.6130,38.0009,1,3,-1.6998,3.6105,-6.1372,0.6514,1.7674,2.7207,6.7796,1.7674,0.0000,,,,,
13442,	05/13/2026 19:23:15.245,13427.6128,39.0007,1,3,-1.6999,3.6101,-6.1367,0.6514,1.7679,2.7207,6.7813,1.7679,0.0000,,-0.0005,,,
13443,	05/13/2026 19:23:16.245,13428.6129,40.0008,1,3,-1.6997,3.6096,-6.1354,0.6514,1.7683,2.7207,6.7830,1.7683,0.0000,,,,,
13444,	05/13/2026 19:23:17.245,13429.6126,41.0005,1,3,-1.6998,3.6091,-6.1345,0.6514,1.7688,2.7207,6.7847,1.7688,0.0000,,,,,
13445,	05/13/2026 19:23:18.245,13430.6131,42.0010,1,3,-1.6997,3.6085,-6.1336,0.6514,1.7693,2.7207,6.7864,1.7693,0.0000,,,,0.8036,1.4564
13446,	05/13/2026 19:23:19.246,13431.6138,43.0017,1,3,-1.6997,3.6079,-6.1324,0.6514,1.7698,2.7207,6.7881,1.7698,0.0000,,,,,
13447,	05/13/2026 19:23:20.245,13432.6129,44.0008,1,3,-1.6998,3.6075,-6.1318,0.6514,1.7702,2.7207,6.7898,1.7702,0.0000,,-0.0005,,,
13448,	05/13/2026 19:23:21.246,13433.6137,45.0016,1,3,-1.6997,3.6069,-6.1307,0.6514,1.7707,2.7207,6.7915,1.7707,0.0000,,,,,
13449,	05/13/2026 19:23:22.245,13434.6126,46.0005,1,3,-1.6998,3.6065,-6.1303,0.6514,1.7712,2.7207,6.7932,1.7712,0.0000,,,,,
13450,	05/13/2026 19:23:23.245,13435.6131,47.0010,1,3,-1.6997,3.6061,-6.1291,0.6514,1.7716,2.7207,6.7949,1.7716,0.0000,,,,,
13451,	05/13/2026 19:23:24.245,13436.6129,48.0008,1,3,-1.6998,3.6056,-6.1288,0.6514,1.7721,2.7207,6.7966,1.7721,0.0000,,,,,
13452,	05/13/2026 19:23:25.246,13437.6139,49.0018,1,3,-1.6998,3.6052,-6.1280,0.6514,1.7726,2.7207,6.7983,1.7726,0.0000,,-0.0005,,,
13453,	05/13/2026 19:23:26.244,13438.6122,50.0001,1,3,-1.6997,3.6047,-6.1270,0.6514,1.7731,2.7207,6.8000,1.7731,0.0000,,,,,
13454,	05/13/2026 19:23:27.245,13439.6131,51.0010,1,3,-1.6997,3.6042,-6.1260,0.6514,1.7735,2.7207,6.8017,1.7735,0.0000,,,,,
13455,	05/13/2026 19:23:28.244,13440.6123,52.0002,1,3,-1.6997,3.6039,-6.1258,0.6514,1.7740,2.7207,6.8034,1.7740,0.0000,,,,,
13456,	05/13/2026 19:23:29.244,13441.6121,53.0000,1,3,-1.6997,3.6035,-6.1251,0.6514,1.7745,2.7207,6.8051,1.7745,0.0000,,,,,
13457,	05/13/2026 19:23:30.246,13442.6139,54.0018,1,3,-1.6998,3.6032,-6.1245,0.6514,1.7750,2.7207,6.8068,1.7750,0.0000,,,,,
13458,	05/13/2026 19:23:31.246,13443.6137,55.0016,1,3,-1.6999,3.6028,-6.1242,0.6514,1.7754,2.7207,6.8085,1.7754,0.0000,,-0.0004,,,
13459,	05/13/2026 19:23:32.246,13444.6138,56.0017,1,3,-1.6997,3.6024,-6.1231,0.6514,1.7759,2.7207,6.8102,1.7759,0.0000,,,,,
13460,	05/13/2026 19:23:33.245,13445.6128,57.0007,1,3,-1.6999,3.6020,-6.1229,0.6514,1.7764,2.7207,6.8119,1.7764,0.0000,,,,,
13461,	05/13/2026 19:23:34.245,13446.6131,58.0010,1,3,-1.6999,3.6017,-6.1225,0.6514,1.7768,2.7207,6.8136,1.7768,0.0000,,,,,
13462,	05/13/2026 19:23:35.244,13447.6122,59.0001,1,3,-1.6998,3.6012,-6.1213,0.6514,1.7773,2.7207,6.8153,1.7773,0.0000,,,,,
13463,	05/13/2026 19:23:36.244,13448.6124,60.0003,1,3,-1.6997,3.6009,-6.1205,0.6514,1.7778,2.7207,6.8170,1.7778,0.0000,,,,,
13464,	05/13/2026 19:23:37.244,13449.6122,61.0001,1,3,-1.6997,3.6003,-6.1193,0.6514,1.7783,2.7207,6.8187,1.7783,0.0000,,-0.0004,,,
13465,	05/13/2026 19:23:38.245,13450.6128,62.0007,1,3,-1.6999,3.6000,-6.1194,0.6514,1.7787,2.7207,6.8204,1.7787,0.0000,,,,,
13466,	05/13/2026 19:23:39.245,13451.6129,63.0008,1,3,-1.6998,3.5995,-6.1184,0.6514,1.7792,2.7207,6.8221,1.7792,0.0000,,,,,
13467,	05/13/2026 19:23:40.246,13452.6136,64.0015,1,3,-1.6998,3.5992,-6.1177,0.6514,1.7797,2.7207,6.8238,1.7797,0.0000,,,,,
13468,	05/13/2026 19:23:41.244,13453.6123,65.0002,1,3,-1.6997,3.5988,-6.1167,0.6514,1.7801,2.7207,6.8255,1.7801,0.0000,,,,1.1251,
13469,	05/13/2026 19:23:42.245,13454.6131,66.0010,1,3,-1.6998,3.5985,-6.1165,0.6514,1.7806,2.7207,6.8272,1.7806,0.0000,,,,,
13470,	05/13/2026 19:23:43.245,13455.6129,67.0008,1,3,-1.6997,3.5981,-6.1157,0.6514,1.7811,2.7207,6.8289,1.7811,0.0000,,,,,
13471,	05/13/2026 19:23:44.245,13456.6129,68.0008,1,3,-1.6997,3.5978,-6.1152,0.6514,1.7816,2.7207,6.8306,1.7816,0.0000,,,,,
13472,	05/13/2026 19:23:45.245,13457.6128,69.0007,1,3,-1.6998,3.5975,-6.1149,0.6514,1.7820,2.7207,6.8323,1.7820,0.0000,,-0.0003,,,
13473,	05/13/2026 19:23:46.245,13458.6127,70.0006,1,3,-1.6997,3.5971,-6.1140,0.6514,1.7825,2.7207,6.8340,1.7825,0.0000,,,,,
13474,	05/13/2026 19:23:47.244,13459.6121,71.0000,1,3,-1.6998,3.5969,-6.1141,0.6514,1.7830,2.7207,6.8357,1.7830,0.0000,,,,,
13475,	05/13/2026 19:23:48.245,13460.6131,72.0010,1,3,-1.6998,3.5966,-6.1135,0.6514,1.7834,2.7207,6.8374,1.7834,0.0000,,,,,
13476,	05/13/2026 19:23:49.245,13461.6125,73.0004,1,3,-1.6997,3.5962,-6.1126,0.6514,1.7839,2.7207,6.8391,1.7839,0.0000,,,,,
13477,	05/13/2026 19:23:50.246,13462.6137,74.0016,1,3,-1.6997,3.5959,-6.1121,0.6514,1.7844,2.7207,6.8408,1.7844,0.0000,,,,,
13478,	05/13/2026 19:23:51.244,13463.6124,75.0003,1,3,-1.6997,3.5956,-6.1115,0.6514,1.7849,2.7207,6.8425,1.7849,0.0000,,,,,
13479,	05/13/2026 19:23:52.246,13464.6140,76.0019,1,3,-1.6998,3.5953,-6.1112,0.6514,1.7853,2.7207,6.8442,1.7853,0.0000,,-0.0003,,,
13480,	05/13/2026 19:23:53.245,13465.6131,77.0010,1,3,-1.6998,3.5949,-6.1107,0.6514,1.7858,2.7207,6.8459,1.7858,0.0000,,,,,
13481,	05/13/2026 19:23:54.245,13466.6129,78.0008,1,3,-1.6997,3.5946,-6.1098,0.6514,1.7863,2.7207,6.8476,1.7863,0.0000,,,,,
13482,	05/13/2026 19:23:55.244,13467.6121,79.0000,1,3,-1.6997,3.5943,-6.1093,0.6514,1.7868,2.7207,6.8493,1.7868,0.0000,,,,,
13483,	05/13/2026 19:23:56.245,13468.6130,80.0009,1,3,-1.6998,3.5939,-6.1087,0.6514,1.7872,2.7207,6.8510,1.7872,0.0000,,,,,
13484,	05/13/2026 19:23:57.244,13469.6124,81.0003,1,3,-1.6998,3.5935,-6.1082,0.6514,1.7877,2.7207,6.8527,1.7877,0.0000,,,,,
13485,	05/13/2026 19:23:58.244,13470.6121,82.0000,1,3,-1.6997,3.5933,-6.1075,0.6514,1.7882,2.7207,6.8544,1.7882,0.0000,,,,,
13486,	05/13/2026 19:23:59.244,13471.6122,83.0001,1,3,-1.6998,3.5930,-6.1073,0.6514,1.7886,2.7207,6.8561,1.7886,0.0000,,,,,
13487,	05/13/2026 19:24:00.245,13472.6130,84.0009,1,3,-1.6998,3.5926,-6.1067,0.6514,1.7891,2.7207,6.8578,1.7891,0.0000,,-0.0003,,,
13488,	05/13/2026 19:24:01.245,13473.6129,85.0008,1,3,-1.6997,3.5923,-6.1058,0.6514,1.7896,2.7207,6.8594,1.7896,0.0000,,,,,
13489,	05/13/2026 19:24:02.246,13474.6138,86.0017,1,3,-1.6998,3.5921,-6.1058,0.6514,1.7901,2.7207,6.8611,1.7901,0.0000,,,,,
13490,	05/13/2026 19:24:03.244,13475.6122,87.0001,1,3,-1.6997,3.5917,-6.1049,0.6514,1.7905,2.7207,6.8628,1.7905,0.0000,,,,,
13491,	05/13/2026 19:24:04.245,13476.6134,88.0013,1,3,-1.6998,3.5915,-6.1049,0.6514,1.7910,2.7207,6.8645,1.7910,0.0000,,,,,
13492,	05/13/2026 19:24:05.245,13477.6130,89.0009,1,3,-1.6998,3.5912,-6.1042,0.6514,1.7915,2.7207,6.8662,1.7915,0.0000,,,,,
13493,	05/13/2026 19:24:06.246,13478.6137,90.0016,1,3,-1.6998,3.5910,-6.1040,0.6514,1.7919,2.7207,6.8679,1.7919,0.0000,,,,,
13494,	05/13/2026 19:24:07.244,13479.6123,91.0002,1,3,-1.6996,3.5908,-6.1030,0.6514,1.7924,2.7207,6.8696,1.7924,0.0000,,-0.0003,,,
13495,	05/13/2026 19:24:08.245,13480.6131,92.0010,1,3,-1.6998,3.5905,-6.1030,0.6514,1.7929,2.7207,6.8713,1.7929,0.0000,,,,,
13496,	05/13/2026 19:24:09.245,13481.6132,93.0011,1,3,-1.6997,3.5902,-6.1022,0.6514,1.7934,2.7207,6.8730,1.7934,0.0000,,,,,
13497,	05/13/2026 19:24:10.245,13482.6130,94.0009,1,3,-1.6997,3.5899,-6.1019,0.6514,1.7938,2.7207,6.8747,1.7938,0.0000,,,,,
13498,	05/13/2026 19:24:11.244,13483.6123,95.0002,1,3,-1.6997,3.5896,-6.1014,0.6514,1.7943,2.7207,6.8764,1.7943,0.0000,,,,,
13499,	05/13/2026 19:24:12.246,13484.6139,96.0018,1,3,-1.6998,3.5893,-6.1009,0.6514,1.7948,2.7207,6.8781,1.7948,0.0000,,,,,
13500,	05/13/2026 19:24:13.244,13485.6122,97.0001,1,3,-1.6998,3.5890,-6.1005,0.6514,1.7952,2.7207,6.8798,1.7952,0.0000,,,,,
13501,	05/13/2026 19:24:14.244,13486.6121,98.0000,1,3,-1.6998,3.5887,-6.1001,0.6514,1.7957,2.7207,6.8815,1.7957,0.0000,,,,1.5240,0.7550
13502,	05/13/2026 19:24:15.246,13487.6138,99.0017,1,3,-1.6998,3.5883,-6.0993,0.6514,1.7962,2.7207,6.8832,1.7962,0.0000,,,,,
13503,	05/13/2026 19:24:16.244,13488.6121,100.0000,1,3,-1.6997,3.5881,-6.0987,0.6514,1.7967,2.7207,6.8849,1.7967,0.0000,,-0.0003,,,
13504,	05/13/2026 19:24:17.244,13489.6123,101.0002,1,3,-1.6997,3.5878,-6.0980,0.6514,1.7971,2.7207,6.8866,1.7971,0.0000,,,,,
13505,	05/13/2026 19:24:18.245,13490.6134,102.0013,1,3,-1.6997,3.5875,-6.0977,0.6514,1.7976,2.7207,6.8883,1.7976,0.0000,,,,,
13506,	05/13/2026 19:24:19.244,13491.6123,103.0002,1,3,-1.6999,3.5873,-6.0979,0.6514,1.7981,2.7207,6.8900,1.7981,0.0000,,,,,
13507,	05/13/2026 19:24:20.246,13492.6139,104.0018,1,3,-1.6997,3.5870,-6.0970,0.6514,1.7986,2.7207,6.8916,1.7986,0.0000,,,,,
13508,	05/13/2026 19:24:21.245,13493.6128,105.0007,1,3,-1.6996,3.5868,-6.0962,0.6514,1.7990,2.7207,6.8933,1.7990,0.0000,,,,,
13509,	05/13/2026 19:24:22.244,13494.6122,106.0001,1,3,-1.6996,3.5866,-6.0959,0.6514,1.7995,2.7207,6.8950,1.7995,0.0000,,,,,
13510,	05/13/2026 19:24:23.245,13495.6129,107.0008,1,3,-1.6998,3.5862,-6.0959,0.6514,1.8000,2.7207,6.8967,1.8000,0.0000,,,,,
13511,	05/13/2026 19:24:24.245,13496.6130,108.0009,1,3,-1.6998,3.5860,-6.0956,0.6514,1.8004,2.7207,6.8984,1.8004,0.0000,,,,,
